|I| [export__sceAppMgrLoadExec]: sceAppMgrLoadExec run self: app0:rc1.self
[10:36:39.525] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.528] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.534] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.537] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.541] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.559] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.563] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.566] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.570] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.573] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.593] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.596] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.599] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.603] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.606] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.626] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.629] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.633] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.636] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.639] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.660] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.663] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.667] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.670] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.673] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.693] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.695] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.700] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.704] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.707] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.725] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.729] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.733] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.737] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.740] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.760] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.764] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.766] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.770] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.773] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.793] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.796] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.800] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.803] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.806] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.825] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.829] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.833] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.837] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.839] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.859] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.863] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.866] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.870] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.873] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.893] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.896] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.900] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.903] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.906] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.926] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.929] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.934] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.937] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.940] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.959] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.963] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.967] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.970] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.973] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.993] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:39.997] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:40.000] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:40.004] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:40.007] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:40.026] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:40.029] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:40.033] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:40.037] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:40.039] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:40.060] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:40.063] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:40.066] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:40.070] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:40.073] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:40.093] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:36:40.096] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
